900095331450273792,4
900160936945831936,4
900361190857166848,4
900375054923452416,4
900390801917849600,4
900397448115499009,4
900410669299879936,4
900414176648200192,4
900427099361751044,4
900443167585075201,4
900458628687294465,1
900530961418420224,1
900572946401566720,4
900775615590281216,4
900804600852353024,0
900811089230909440,0
900827187632386048,4
900832909002768384,0
900842136547078144,0
900849101855739908,4
900879932359938048,0
900922543397363712,1
900934642122989571,0
900944622209318912,4
901023463133118465,4
901066834623049729,4
901090131448389632,0
901094535736020992,4
901098336106708992,1
901116102255706117,4
901117031151489024,4
901118112774410240,4
901146588965482497,0
901163129165492224,4
901170840372363264,4
901172504835874819,4
901175633832796160,4
901176631762571265,4
901183450052517888,4
901184362758234116,0
901184951785332736,4
901185308703719425,4
901191225952227328,4
901198751523405824,0
901207648351080448,1
901238245295566853,4
901268067568713728,4
901268992630902784,1
901271611302719493,4
901286832750686210,4
901294596138950656,1
901297227389337600,4
901299370716536832,4
901307121786118144,4
901348759019311104,0
901380981537595392,4
901386845816311808,4
901403712089858048,4
901407280566079488,4
901410154658377728,4
901422783837728768,4
901423974512504833,1
901429394908086276,4
901431244054986754,4
901435211094818816,0
901436062169522176,4
901443200312905729,1
901443351261528064,4
901448104523833345,4
901448210396434432,4
901452308004970496,1
901456419056214016,1
901458346636492800,1
901458404165767169,1
901458578690756610,4
901458857725218816,1
901460994102358019,1
901465091111088128,4
901472658684080128,1
901473564087508993,1
901474198522130433,1
901479733652852736,1
901482103405203457,1
901482114125881345,1
901483892884033536,1
901485805293768706,4
901494016705015808,4
901494264068231170,4
901499215892824064,4
901505409470668800,1
901522381432213504,4
901524080209383425,4
901526507167911936,4
901526700571451393,1
901540771110592512,4
901554443191164928,4
901554505875107843,1
901556629614858241,0
901557631654834176,4
901559972013670401,0
901562139273555968,4
901562391405703169,4
901605674513289216,4
901606852978507777,0
901614821594079236,4
901622826372923392,4
901623144544391168,1
901626597798801408,1
901628321095700480,1
901628773447204864,4
901629752481603585,4
901629776544354305,4
901630775271055360,4
901631048420904961,4
901631660860600320,1
901632479639080961,4
901633071044329473,1
901633089042083840,4
901633182562385921,4
901633454638600192,0
901634046391934976,4
901634517223575552,4
901635222201962496,4
901635309670207489,4
901635554856579072,1
901635655998078979,4
901635913272274945,1
901635953370038272,4
901636345159933952,4
901636688652320768,1
901636789936549890,4
901636880437039105,4
901637228237127682,4
901637301532585984,4
901638812069134336,4
901638895217115137,1
901639166131179522,4
901639764314607620,1
901640501853659136,4
901640579091759104,4
901641749738684416,4
901642497184681984,4
901642611424886784,0
901642619389976576,4
901643074828472322,4
901644029326221312,1
901644128739622912,4
901644212076085248,1
901644465420603392,4
901644610522533893,4
901645422443319296,1
